name,album,release_date,track_number,id,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms,album_popularity
Dyers Eve (Remastered),...And Justice for All (Remastered),1988-09-07,9,4bAQzjDk9ONZ8gvm5YKEGE,spotify:track:4bAQzjDk9ONZ8gvm5YKEGE,1.92E-05,0.404,0.948,0.0405,0.0773,-7.252,0.0604,96.789,0.701,48,313045,60
Battery (Remastered),Master of Puppets (Remastered),1986-03-03,1,7qRxAH7ZRB2Ita3mebXfR3,spotify:track:7qRxAH7ZRB2Ita3mebXfR3,0.000211,0.48,0.923,0.531,0.106,-8.793,0.0682,96.535,0.44,47,312360,53
Master Of Puppets (Remastered),Master of Puppets (Remastered),1986-03-03,2,5cW3DEWYYv0tXZMwcUZNRg,spotify:track:5cW3DEWYYv0tXZMwcUZNRg,0.00067,0.539,0.828,0.421,0.154,-9.108,0.035,105.25,0.562,49,515386,53
The Thing That Should Not Be (Remastered),Master of Puppets (Remastered),1986-03-03,3,6ZertsLLGL2puI2Vj5iy5T,spotify:track:6ZertsLLGL2puI2Vj5iy5T,0.000108,0.679,0.716,0.349,0.126,-10.14,0.0313,111.827,0.485,44,396106,53
Welcome Home (Sanitarium) (Remastered),Master of Puppets (Remastered),1986-03-03,4,5Nu6hybktveVXtgD7hDLVD,spotify:track:5Nu6hybktveVXtgD7hDLVD,0.000305,0.309,0.767,0.151,0.0967,-9.676,0.033,97.944,0.413,46,387146,53
Disposable Heroes (Remastered),Master of Puppets (Remastered),1986-03-03,5,2CbYOuq9uxqclV21HJaJ4B,spotify:track:2CbYOuq9uxqclV21HJaJ4B,4.75E-05,0.264,0.931,0.454,0.0897,-7.615,0.0928,90.246,0.414,44,496626,53
Leper Messiah (Remastered),Master of Puppets (Remastered),1986-03-03,6,6yyionnLDzrrSET4pGoFSX,spotify:track:6yyionnLDzrrSET4pGoFSX,5.19E-05,0.38,0.8,0.735,0.321,-8.617,0.0695,138.714,0.574,43,339880,53
Orion (Remastered),Master of Puppets (Remastered),1986-03-03,7,1J6aXHOMNalN2YGLpVAD7e,spotify:track:1J6aXHOMNalN2YGLpVAD7e,0.0013,0.367,0.672,0.899,0.111,-10.014,0.0378,128.497,0.382,44,507226,53
"Damage, Inc. (Remastered)",Master of Puppets (Remastered),1986-03-03,8,5PZ03nZ4rF3dG1QH7NeXMp,spotify:track:5PZ03nZ4rF3dG1QH7NeXMp,0.000506,0.366,0.848,0.476,0.12,-10.575,0.157,92.172,0.162,42,332466,53
Fight Fire With Fire (Remastered),Ride The Lightning (Remastered),1984-07-27,1,3eaOnliKh0QdjuDbPAwCLx,spotify:track:3eaOnliKh0QdjuDbPAwCLx,3.73E-05,0.28,0.986,0.688,0.071,-7.012,0.115,91.025,0.16,46,284506,56
Ride The Lightning (Remastered),Ride The Lightning (Remastered),1984-07-27,2,6yUCeySJMRaSAEsnfqDeZK,spotify:track:6yUCeySJMRaSAEsnfqDeZK,5.15E-05,0.265,0.973,0.0942,0.205,-6.129,0.173,148.506,0.27,51,396986,56
For Whom The Bell Tolls (Remastered),Ride The Lightning (Remastered),1984-07-27,3,17rf2oZYDVymJeYI9ftDXc,spotify:track:17rf2oZYDVymJeYI9ftDXc,0.00631,0.512,0.86,0.00528,0.0652,-6.145,0.0703,117.909,0.258,51,309973,56
Fade To Black (Remastered),Ride The Lightning (Remastered),1984-07-27,4,4kBsYpQBUbSIQNLTDF7es2,spotify:track:4kBsYpQBUbSIQNLTDF7es2,0.00311,0.256,0.929,0.201,0.11,-6.667,0.113,113.47,0.278,50,417226,56
Trapped Under Ice (Remastered),Ride The Lightning (Remastered),1984-07-27,5,48BSp63VnT4GwK8BxiwdTD,spotify:track:48BSp63VnT4GwK8BxiwdTD,8.16E-05,0.242,0.989,0.0531,0.0528,-5.298,0.204,162.98,0.054,44,244066,56
Escape (Remastered),Ride The Lightning (Remastered),1984-07-27,6,0ybLEwE6TxjCePcIwwZeyJ,spotify:track:0ybLEwE6TxjCePcIwwZeyJ,0.00134,0.267,0.937,0.471,0.175,-5.841,0.101,144.126,0.526,43,263866,56
Creeping Death (Remastered),Ride The Lightning (Remastered),1984-07-27,7,3qXEqKdzI3MSGB1FlGMBz5,spotify:track:3qXEqKdzI3MSGB1FlGMBz5,0.000219,0.31,0.977,0.273,0.0785,-5.478,0.164,100.626,0.179,48,395706,56
The Call Of Ktulu (Remastered),Ride The Lightning (Remastered),1984-07-27,8,5zZ74lczJgFtVCeaS11Fo1,spotify:track:5zZ74lczJgFtVCeaS11Fo1,0.0221,0.301,0.935,0.854,0.215,-7.584,0.1,139.239,0.145,44,533493,56
Hit The Lights (Remastered),Kill 'Em All (Remastered),1983-07-25,1,4OH1lqC4mx1ja8RkXMOmRp,spotify:track:4OH1lqC4mx1ja8RkXMOmRp,4.30E-05,0.249,0.97,0.224,0.138,-5.535,0.21,160.687,0.287,50,255866,63
The Four Horsemen (Remastered),Kill 'Em All (Remastered),1983-07-25,2,4YPgTCGJWAlHQ5g6eWoM8r,spotify:track:4YPgTCGJWAlHQ5g6eWoM8r,0.00171,0.222,0.938,0.0845,0.108,-6.91,0.375,203.098,0.329,57,432546,63
Motorbreath (Remastered),Kill 'Em All (Remastered),1983-07-25,3,1QQgmN383kUqjioRoTSfF3,spotify:track:1QQgmN383kUqjioRoTSfF3,0.000116,0.289,0.938,0.0615,0.106,-6.083,0.163,173.882,0.349,51,187840,63
Jump In The Fire (Remastered),Kill 'Em All (Remastered),1983-07-25,4,1gXXgZzrqexEhWa5Fg7VoA,spotify:track:1gXXgZzrqexEhWa5Fg7VoA,0.00617,0.29,0.911,0.0108,0.331,-5.667,0.0975,178.636,0.658,48,281293,63
(Anesthesia)--Pulling Teeth (Remastered),Kill 'Em All (Remastered),1983-07-25,5,543qcqtmy9eCke65RWRVaQ,spotify:track:543qcqtmy9eCke65RWRVaQ,0.000626,0.224,0.886,0.834,0.63,-7.619,0.0772,99.286,0.132,45,254560,63
Whiplash (Remastered),Kill 'Em All (Remastered),1983-07-25,6,4k1IS2uF2dGcU3GzOOZqqb,spotify:track:4k1IS2uF2dGcU3GzOOZqqb,0.000608,0.386,0.911,0.443,0.135,-6.474,0.0956,158.045,0.188,55,248546,63
Phantom Lord (Remastered),Kill 'Em All (Remastered),1983-07-25,7,5piPHieFIgwZjWGwLtIax0,spotify:track:5piPHieFIgwZjWGwLtIax0,0.000842,0.212,0.973,0.0213,0.0921,-5.307,0.322,159.381,0.112,44,301293,63
No Remorse (Remastered),Kill 'Em All (Remastered),1983-07-25,8,7klyZXrpJD8GqVE9QYYy4A,spotify:track:7klyZXrpJD8GqVE9QYYy4A,0.000297,0.296,0.915,0.346,0.362,-5.979,0.163,96.715,0.245,45,386560,63
Seek & Destroy (Remastered),Kill 'Em All (Remastered),1983-07-25,9,5DrNFzZZZVfXaEZCaceKnp,spotify:track:5DrNFzZZZVfXaEZCaceKnp,0.0364,0.439,0.963,0.00896,0.0784,-5.508,0.277,140.805,0.435,64,414720,63
Metal Militia (Remastered),Kill 'Em All (Remastered),1983-07-25,10,5gQ0LTbcX7gpQDg39gNLH8,spotify:track:5gQ0LTbcX7gpQDg39gNLH8,8.08E-05,0.166,0.956,0.00515,0.118,-5.307,0.145,176.217,0.238,45,311466,63
