name,album,release_date,track_number,id,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms,album_popularity
Junior Dad,Lulu,2011-11-01,10,2zg2zQsXs0o6hCH9MTkZzw,spotify:track:2zg2zQsXs0o6hCH9MTkZzw,0.0196,0.253,0.248,0.597,0.111,-9.062,0.0355,112.217,0.0698,15,1168906,25
That Was Just Your Life,Death Magnetic,2008-09-12,1,2otSugsyrMFRi7ohdeB635,spotify:track:2otSugsyrMFRi7ohdeB635,0.000577,0.251,0.994,0.0018,0.0898,-2.29,0.109,189.891,0.361,41,428320,57
The End Of The Line,Death Magnetic,2008-09-12,2,3KFtAMirz8dF1gApXdWMRf,spotify:track:3KFtAMirz8dF1gApXdWMRf,0.000115,0.335,0.985,0.000807,0.135,-2.383,0.0921,106.552,0.202,40,472360,57
"Broken, Beat & Scarred",Death Magnetic,2008-09-12,3,5xABQiiRBuVWsL9zamoj1G,spotify:track:5xABQiiRBuVWsL9zamoj1G,4.9e-05,0.323,0.982,0.00415,0.237,-1.459,0.0869,121.895,0.48,40,385466,57
The Day That Never Comes,Death Magnetic,2008-09-12,4,2gqzkEF88vMclfRZEIOnQO,spotify:track:2gqzkEF88vMclfRZEIOnQO,0.000114,0.334,0.986,0.0353,0.0805,-1.046,0.0576,124.668,0.48,57,476266,57
All Nightmare Long,Death Magnetic,2008-09-12,5,5w3TTTAo6DIEjQYO3vKZq0,spotify:track:5w3TTTAo6DIEjQYO3vKZq0,0.000568,0.271,0.985,0.00112,0.0809,-0.805,0.123,182.981,0.354,51,477013,57
Cyanide,Death Magnetic,2008-09-12,6,2LfonCFEOzFedikP12rTeo,spotify:track:2LfonCFEOzFedikP12rTeo,0.000119,0.313,0.993,0.000335,0.303,-0.463,0.0751,129.255,0.497,45,399546,57
The Unforgiven III,Death Magnetic,2008-09-12,7,6guXhXMAHU4QYaEsobnS6v,spotify:track:6guXhXMAHU4QYaEsobnS6v,0.00203,0.298,0.766,3.84e-06,0.117,-3.485,0.0347,121.555,0.0923,52,466586,57
The Judas Kiss,Death Magnetic,2008-09-12,8,3XLnsk7Xs7ONROfmWTB58u,spotify:track:3XLnsk7Xs7ONROfmWTB58u,0.000444,0.412,0.975,0.00325,0.0387,-0.974,0.0719,88.673,0.465,37,480760,57
Suicide & Redemption,Death Magnetic,2008-09-12,9,0rd4qVsMPD8YtAZEpsalT6,spotify:track:0rd4qVsMPD8YtAZEpsalT6,4.78e-05,0.256,0.955,0.836,0.0877,-2.224,0.0733,164.397,0.396,38,597720,57
My Apocalypse,Death Magnetic,2008-09-12,10,6qIleHbUTXcGfBfQ8h0R2n,spotify:track:6qIleHbUTXcGfBfQ8h0R2n,0.000199,0.262,0.993,0.00182,0.0962,-1.27,0.199,199.915,0.279,38,301013,57
Some Kind Of Monster,Some Kind Of Monster (Live),2004-07-13,1,6ji9oUOQtCWGLra4XoY5dQ,spotify:track:6ji9oUOQtCWGLra4XoY5dQ,0.000475,0.337,0.938,0.238,0.186,-5.266,0.0532,105.377,0.648,21,505546,23
The Four Horsemen - Live,Some Kind Of Monster (Live),2004-07-13,2,6rwAQ8iEabmTCgjEJsDbPw,spotify:track:6rwAQ8iEabmTCgjEJsDbPw,9.28e-05,0.408,0.988,0.00448,0.353,-3.068,0.0526,110.817,0.33,15,320586,23
"Damage, Inc. - Live",Some Kind Of Monster (Live),2004-07-13,3,1lRDIwSH5N1h3UwTGG2yyu,spotify:track:1lRDIwSH5N1h3UwTGG2yyu,5.29e-05,0.306,0.98,0.0291,0.857,-3.478,0.0623,98.824,0.35,13,299240,23
Leper Messiah - Live,Some Kind Of Monster (Live),2004-07-13,4,5wxO3w2Jh1QyxwDogm5aWE,spotify:track:5wxO3w2Jh1QyxwDogm5aWE,7.25e-05,0.37,0.97,0.015,0.869,-3.139,0.0558,139.831,0.462,14,355680,23
Motorbreath - Live,Some Kind Of Monster (Live),2004-07-13,5,5xST97rDkmTG1kErXfvkl6,spotify:track:5xST97rDkmTG1kErXfvkl6,0.000897,0.367,0.994,8.44e-05,0.616,-2.761,0.113,101.632,0.363,12,199933,23
Ride The Lightning - Live,Some Kind Of Monster (Live),2004-07-13,6,4eTsF6IJzeuBoIlRVXQsm7,spotify:track:4eTsF6IJzeuBoIlRVXQsm7,3.69e-05,0.29,0.989,0.113,0.966,-2.908,0.0583,150.965,0.528,14,400920,23
Hit The Lights - Live,Some Kind Of Monster (Live),2004-07-13,7,1PumZzDzB0IA84mgDxLzc8,spotify:track:1PumZzDzB0IA84mgDxLzc8,9.97e-05,0.26,0.993,0.212,0.916,-2.589,0.137,164.085,0.391,12,252360,23
Some Kind Of Monster - Edit,Some Kind Of Monster (Live),2004-07-13,8,5gRty0VvZthglRgdfnyYiD,spotify:track:5gRty0VvZthglRgdfnyYiD,0.00017,0.393,0.895,0.00386,0.208,-3.483,0.073,105.332,0.421,20,256746,23
Frantic,St. Anger,2003-06-05,1,09NpqcWK5TLI86HbHv3N0L,spotify:track:09NpqcWK5TLI86HbHv3N0L,0.00497,0.483,0.978,0.125,0.0782,-3.063,0.0882,161.764,0.563,43,350360,50
St. Anger,St. Anger,2003-06-05,2,3fOc9x06lKJBhz435mInlH,spotify:track:3fOc9x06lKJBhz435mInlH,0.00131,0.249,0.949,0.0228,0.0953,-2.642,0.0678,185.252,0.498,52,441133,50
Some Kind Of Monster,St. Anger,2003-06-05,3,3mNOQhKgWNgtWIq4SGND8j,spotify:track:3mNOQhKgWNgtWIq4SGND8j,0.000475,0.337,0.938,0.238,0.186,-5.266,0.0532,105.377,0.648,39,505546,50
Dirty Window,St. Anger,2003-06-05,4,6BW7c1H0hOJ83lcKTbUR47,spotify:track:6BW7c1H0hOJ83lcKTbUR47,0.0121,0.366,0.981,0.000136,0.386,-4.234,0.0843,127.454,0.439,35,324906,50
Invisible Kid,St. Anger,2003-06-05,5,1mbtnFSKbTmvbYxecgFb57,spotify:track:1mbtnFSKbTmvbYxecgFb57,0.0065,0.491,0.988,0.516,0.0569,-5.205,0.0908,157.839,0.408,34,510093,50
My World,St. Anger,2003-06-05,6,0rVZ9iDQCmb2nyB8RvfAOv,spotify:track:0rVZ9iDQCmb2nyB8RvfAOv,0.0018,0.329,0.982,0.00456,0.281,-4.456,0.083,99.153,0.351,32,345533,50
Shoot Me Again,St. Anger,2003-06-05,7,2O4M60YhdylyjSNOXQMlIE,spotify:track:2O4M60YhdylyjSNOXQMlIE,0.00061,0.55,0.927,0.0135,0.0458,-4.324,0.0815,111.432,0.347,34,430106,50
Sweet Amber,St. Anger,2003-06-05,8,5fU6qjmD38P90BMsuqpiuU,spotify:track:5fU6qjmD38P90BMsuqpiuU,0.00114,0.479,0.913,0.000107,0.226,-5.335,0.0625,93.213,0.413,34,327133,50
The Unnamed Feeling,St. Anger,2003-06-05,9,6gcGqslzlXlwt4UCjXxrgN,spotify:track:6gcGqslzlXlwt4UCjXxrgN,0.000826,0.469,0.915,0.00421,0.11,-5.235,0.0643,140.421,0.441,35,427893,50
Purify,St. Anger,2003-06-05,10,0HZpiUtrwCqKChQn0x6Bqy,spotify:track:0HZpiUtrwCqKChQn0x6Bqy,0.00213,0.506,0.988,0.00399,0.296,-3.139,0.0733,105.531,0.235,31,313933,50
All Within My Hands,St. Anger,2003-06-05,11,2XDPSz4jo6FiOoRc7pfgm3,spotify:track:2XDPSz4jo6FiOoRc7pfgm3,0.00392,0.553,0.966,0.00241,0.237,-4.489,0.086,105.786,0.302,32,525893,50
The Ecstasy Of Gold - Live with the SFSO,S&M,1999-11-23,1,0bzvbai7mhD7fxxusyqf44,spotify:track:0bzvbai7mhD7fxxusyqf44,0.331,0.203,0.589,0.604,0.825,-8.763,0.0573,85.735,0.0484,40,150600,51
The Call Of Ktulu - Live with the SFSO,S&M,1999-11-23,2,7KLL4TSjeDuFo6VtM9gNWk,spotify:track:7KLL4TSjeDuFo6VtM9gNWk,3.72e-05,0.284,0.937,0.84,0.426,-5.11,0.0534,131.852,0.0929,35,574266,51
Master Of Puppets - Live with the SFSO,S&M,1999-11-23,3,0wFL6kJKvHY6t5OcOiAbCZ,spotify:track:0wFL6kJKvHY6t5OcOiAbCZ,6.36e-06,0.279,0.99,0.00442,0.726,-3.312,0.0971,107.146,0.24,37,534773,51
Of Wolf And Man - Live with the SFSO,S&M,1999-11-23,4,0oYB2jJWFABCjNRY4KSZ9w,spotify:track:0oYB2jJWFABCjNRY4KSZ9w,1.36e-05,0.392,0.977,5.57e-05,0.979,-3.497,0.0725,125.687,0.277,34,258866,51
The Thing That Should Not Be - Live with the SFSO,S&M,1999-11-23,5,37DziDjAAxRySqsYGNYBlW,spotify:track:37DziDjAAxRySqsYGNYBlW,9.07e-06,0.263,0.914,0.0607,0.379,-5.474,0.0593,112.99,0.18,33,446666,51
Fuel - Live with the SFSO,S&M,1999-11-23,6,7yQP0dsMgIV5FJT94htpxe,spotify:track:7yQP0dsMgIV5FJT94htpxe,1.7e-05,0.295,0.99,0.000151,0.71,-4.04,0.177,115.569,0.148,35,275893,51
The Memory Remains - Live with the SFSO,S&M,1999-11-23,7,4jfrFYcMWGojddctOCCSjL,spotify:track:4jfrFYcMWGojddctOCCSjL,0.000243,0.326,0.975,0.000476,0.962,-4.763,0.0868,76.444,0.324,34,282373,51
No Leaf Clover - Live with the SFSO,S&M,1999-11-23,8,0n4AllHzf3ma4ki20Y9h00,spotify:track:0n4AllHzf3ma4ki20Y9h00,0.000558,0.246,0.952,0.00193,0.959,-5.045,0.114,151.374,0.387,50,343200,51
Hero Of The Day - Live with the SFSO,S&M,1999-11-23,9,64PaBtqwPjhOg40JJCaWMo,spotify:track:64PaBtqwPjhOg40JJCaWMo,0.000771,0.252,0.895,0.000402,0.984,-5.34,0.0969,121.658,0.223,36,284626,51
Devil's Dance - Live with the SFSO,S&M,1999-11-23,10,6sJT6EIer5VO2T05Qbg3cC,spotify:track:6sJT6EIer5VO2T05Qbg3cC,2.82e-05,0.481,0.927,0.00432,0.988,-3.615,0.047,96.39,0.371,32,326000,51
Bleeding Me - Live with the SFSO,S&M,1999-11-23,11,5AJatXoJVwQQEtxp8Wq21O,spotify:track:5AJatXoJVwQQEtxp8Wq21O,5.52e-05,0.27,0.909,0.000183,0.977,-4.983,0.0577,132.409,0.333,33,541640,51
Nothing Else Matters - Live with the SFSO,S&M,1999-11-23,12,5kFv1XqZifUS3gPfFSrnjW,spotify:track:5kFv1XqZifUS3gPfFSrnjW,0.000539,0.276,0.611,0.0791,0.975,-7.889,0.0343,144.977,0.0857,37,407266,51
Until It Sleeps - Live with the SFSO,S&M,1999-11-23,13,282rwnxfCemhohGXpwbi3X,spotify:track:282rwnxfCemhohGXpwbi3X,9.89e-06,0.271,0.946,0.000257,0.408,-4.161,0.0639,124.968,0.32,33,269973,51
For Whom The Bell Tolls - Live with the SFSO,S&M,1999-11-23,14,6EmUlknZSc3QK8JSk7F2Qt,spotify:track:6EmUlknZSc3QK8JSk7F2Qt,1.51e-05,0.318,0.978,0.00829,0.978,-3.93,0.127,126.87,0.171,35,292160,51
Human - Live with the SFSO,S&M,1999-11-23,15,5fsJYr9OnwU1jBfrK0th9s,spotify:track:5fsJYr9OnwU1jBfrK0th9s,3.04e-05,0.289,0.918,0.0213,0.988,-4.761,0.0545,97.739,0.366,33,259800,51
Wherever I May Roam - Live with the SFSO,S&M,1999-11-23,16,1ZCj3AabIF9OtX1ZMKvhnE,spotify:track:1ZCj3AabIF9OtX1ZMKvhnE,1.87e-05,0.26,0.943,0.00342,0.958,-4.193,0.0661,136.349,0.191,33,421466,51
The Outlaw Torn - Live with the SFSO,S&M,1999-11-23,17,7C9TNEdXSMJjuJS5hczUXj,spotify:track:7C9TNEdXSMJjuJS5hczUXj,1.65e-05,0.327,0.882,0.00419,0.983,-5.307,0.0493,126.022,0.389,32,598906,51
Sad But True - Live with the SFSO,S&M,1999-11-23,18,5snyl56jcL8JMOqR02HYCA,spotify:track:5snyl56jcL8JMOqR02HYCA,1.59e-05,0.294,0.977,0.00209,0.928,-3.732,0.0731,92.375,0.243,32,346266,51
One - Live with the SFSO,S&M,1999-11-23,19,1L3xLJzYMRCN6ydha1XF42,spotify:track:1L3xLJzYMRCN6ydha1XF42,6.57e-06,0.292,0.949,0.279,0.992,-5.735,0.134,124.283,0.238,33,473066,51
Enter Sandman - Live with the SFSO,S&M,1999-11-23,20,0T3Pft6gyhtBCrGOsSrvlE,spotify:track:0T3Pft6gyhtBCrGOsSrvlE,0.000144,0.278,0.97,0.0481,0.966,-4.537,0.145,131.288,0.152,33,459133,51
Battery - Live with the SFSO,S&M,1999-11-23,21,2T9a3ToWrj8ijGUzCtlRNz,spotify:track:2T9a3ToWrj8ijGUzCtlRNz,0.000109,0.239,0.976,0.362,0.954,-5.29,0.344,96.485,0.125,31,444666,51
Free Speech For The Dumb,"Garage, Inc.",1998-11-24,1,0i5rdIyrXsxgi00aqX1gUs,spotify:track:0i5rdIyrXsxgi00aqX1gUs,1.81e-06,0.441,0.941,0.857,0.365,-4.589,0.0383,101.768,0.525,33,155533,62
It's Electric,"Garage, Inc.",1998-11-24,2,5Jf09YPlxBfhy9QzjNzp0S,spotify:track:5Jf09YPlxBfhy9QzjNzp0S,0.000184,0.496,0.968,0,0.112,-3.152,0.0929,90.918,0.619,36,213933,62
Sabbra Cadabra,"Garage, Inc.",1998-11-24,3,08uoEjd9YjT1KDTKuTkfQq,spotify:track:08uoEjd9YjT1KDTKuTkfQq,0.000222,0.338,0.951,6.89e-06,0.107,-3.277,0.0621,141.016,0.344,38,380240,62
Turn The Page,"Garage, Inc.",1998-11-24,4,7HPhrbgMHV5cUskknWA2oo,spotify:track:7HPhrbgMHV5cUskknWA2oo,1.64e-05,0.422,0.818,0.0137,0.0931,-3.941,0.0319,149.045,0.228,60,366400,62
"Die, Die My Darling","Garage, Inc.",1998-11-24,5,0EJ3N6BhFDrUc26xBEpztv,spotify:track:0EJ3N6BhFDrUc26xBEpztv,0.00045,0.449,0.975,0,0.14,-2.789,0.0582,178.069,0.785,51,149333,62
Loverman,"Garage, Inc.",1998-11-24,6,6mb5AfuKhjaU1l1eyDQEXy,spotify:track:6mb5AfuKhjaU1l1eyDQEXy,0.00174,0.515,0.512,0.000134,0.106,-6.017,0.0429,128.958,0.255,37,472693,62
Mercyful Fate,"Garage, Inc.",1998-11-24,7,45oVrneg2MiwAA74KgmtBj,spotify:track:45oVrneg2MiwAA74KgmtBj,1.12e-05,0.328,0.952,0.000334,0.0721,-4.037,0.0635,139.295,0.535,36,671573,62
Astronomy,"Garage, Inc.",1998-11-24,8,6FCSwETzhnykKYJLIMTewZ,spotify:track:6FCSwETzhnykKYJLIMTewZ,0.000157,0.331,0.782,0.0106,0.146,-5.624,0.0413,85.741,0.157,37,397533,62
Whiskey In The Jar,"Garage, Inc.",1998-11-24,9,3ZpWy5rBZv2aLQAldnmTsP,spotify:track:3ZpWy5rBZv2aLQAldnmTsP,5.36e-06,0.511,0.972,0.00101,0.19,-3.751,0.0413,132.97,0.532,64,304893,62
Tuesday's Gone,"Garage, Inc.",1998-11-24,10,3kjrWJMt1j9nl3favBZQIH,spotify:track:3kjrWJMt1j9nl3favBZQIH,0.0115,0.457,0.599,3.41e-06,0.709,-5.693,0.0273,136.102,0.31,44,545733,62
The More I See,"Garage, Inc.",1998-11-24,11,0iEjWoFJLHPBjsV7vk1L8g,spotify:track:0iEjWoFJLHPBjsV7vk1L8g,2.81e-06,0.416,0.959,0.0349,0.117,-5.139,0.0495,94.821,0.054,32,288733,62
Helpless,"Garage, Inc.",1998-11-24,12,7wZrvpm5IAyCjg1PAVRwP6,spotify:track:7wZrvpm5IAyCjg1PAVRwP6,4.24e-06,0.309,0.985,0.0115,0.101,-5.261,0.0756,150.289,0.602,34,398333,62
The Small Hours,"Garage, Inc.",1998-11-24,13,4j0ridh4Q1pWDlxKkXpAif,spotify:track:4j0ridh4Q1pWDlxKkXpAif,0.000443,0.478,0.858,0.188,0.0822,-4.665,0.0388,89.314,0.554,35,403240,62
The Wait,"Garage, Inc.",1998-11-24,14,2GNsDkUXo7qnkdW1g3hMDx,spotify:track:2GNsDkUXo7qnkdW1g3hMDx,4.57e-05,0.338,0.974,0.633,0.104,-4.896,0.0493,163.94,0.69,37,295266,62
Crash Course In Brain Surgery,"Garage, Inc.",1998-11-24,15,6ynUnFkUxBvzlfyWqxPVDF,spotify:track:6ynUnFkUxBvzlfyWqxPVDF,5.21e-05,0.555,0.984,0.355,0.0366,-4.232,0.105,87.663,0.421,35,190333,62
Last Caress / Green Hell,"Garage, Inc.",1998-11-24,16,2huEOPsK2M0GbgfoiTqEdy,spotify:track:2huEOPsK2M0GbgfoiTqEdy,3.23e-05,0.339,0.998,0.0292,0.0238,-4.532,0.0568,103.25,0.273,37,209800,62
Am I Evil?,"Garage, Inc.",1998-11-24,17,0vFDo1ed4LC3pmISYHeJV3,spotify:track:0vFDo1ed4LC3pmISYHeJV3,0.00129,0.349,0.943,0.454,0.0529,-5.704,0.0922,97.491,0.518,42,470133,62
Blitzkrieg,"Garage, Inc.",1998-11-24,18,2HmQF64EQZeVt34QcTHitk,spotify:track:2HmQF64EQZeVt34QcTHitk,0.000834,0.492,0.968,0.533,0.0661,-6.332,0.0559,98.825,0.631,36,216800,62
Breadfan,"Garage, Inc.",1998-11-24,19,5s2iMB6rN20tCQMmtuzuNa,spotify:track:5s2iMB6rN20tCQMmtuzuNa,0.000338,0.38,0.926,0.136,0.638,-7.49,0.0715,123.285,0.148,38,341266,62
The Prince,"Garage, Inc.",1998-11-24,20,2AaGEFSF73oqaJ76Btt2vt,spotify:track:2AaGEFSF73oqaJ76Btt2vt,4.43e-05,0.269,0.957,0.02,0.0972,-6.261,0.109,164.071,0.562,31,265666,62
Stone Cold Crazy,"Garage, Inc.",1998-11-24,21,452eWE1sXO6L0HgNoqZbpE,spotify:track:452eWE1sXO6L0HgNoqZbpE,0.000164,0.448,0.942,0.000258,0.0564,-3.298,0.0819,126.301,0.611,39,137626,62
So What,"Garage, Inc.",1998-11-24,22,6BMu02ms9MpX99hHgACYRE,spotify:track:6BMu02ms9MpX99hHgACYRE,0.00118,0.533,0.983,3.13e-05,0.378,-2.964,0.0674,94.938,0.382,38,188973,62
Killing Time,"Garage, Inc.",1998-11-24,23,512XpdaHycrEZKIW3BraHs,spotify:track:512XpdaHycrEZKIW3BraHs,0.000171,0.47,0.99,0.00414,0.12,-3.523,0.0584,117.054,0.353,30,183733,62
Overkill,"Garage, Inc.",1998-11-24,24,32pqukixTk9qRlWXPwnw5K,spotify:track:32pqukixTk9qRlWXPwnw5K,4.11e-06,0.387,0.995,0.844,0.131,-3.97,0.211,132.23,0.0553,31,244960,62
Damage Case,"Garage, Inc.",1998-11-24,25,1z12wAVxBan3TOYmuGseya,spotify:track:1z12wAVxBan3TOYmuGseya,8.15e-05,0.453,0.988,0.211,0.218,-2.775,0.0734,81.801,0.294,30,220306,62
Stone Dead Forever,"Garage, Inc.",1998-11-24,26,266SNdiM0KGi2lM1alS4ym,spotify:track:266SNdiM0KGi2lM1alS4ym,3.42e-05,0.348,0.989,0.183,0.151,-3.329,0.088,102.423,0.331,29,291960,62
Too Late Too Late,"Garage, Inc.",1998-11-24,27,1mOrFr6ycCtOYIuUyy7uTC,spotify:track:1mOrFr6ycCtOYIuUyy7uTC,2.79e-05,0.458,0.989,0.0336,0.0445,-3.439,0.0751,98.027,0.327,29,192133,62
Fuel,Reload,1997-11-18,1,1tTPC0hsnXq1IGpvWY54JC,spotify:track:1tTPC0hsnXq1IGpvWY54JC,2.3e-05,0.491,0.951,0.00354,0.0424,-3.775,0.0465,106.948,0.555,67,269733,64
The Memory Remains,Reload,1997-11-18,2,0vhOJ8a3M2LWnBNrDXJKDl,spotify:track:0vhOJ8a3M2LWnBNrDXJKDl,0.000321,0.432,0.904,0.00982,0.206,-3.697,0.0432,144.401,0.6,57,279240,64
Devil's Dance,Reload,1997-11-18,3,1s36Y4giRH7VYiE0Iw1Z6i,spotify:track:1s36Y4giRH7VYiE0Iw1Z6i,4.17e-05,0.611,0.795,0.146,0.0614,-4.875,0.0318,92.582,0.489,45,318960,64
The Unforgiven II,Reload,1997-11-18,4,0IGXkVRn0uCsgn4FvIfpgB,spotify:track:0IGXkVRn0uCsgn4FvIfpgB,0.000514,0.49,0.884,0.00177,0.27,-4.533,0.0428,132.978,0.254,58,396440,64
Better Than You,Reload,1997-11-18,5,52TariT5sfkYzKRwdVMrRw,spotify:track:52TariT5sfkYzKRwdVMrRw,3.59e-05,0.477,0.964,0.532,0.893,-5.44,0.052,78.193,0.459,37,321600,64
Slither,Reload,1997-11-18,6,4E8tO8klOrcNGojpOvttMD,spotify:track:4E8tO8klOrcNGojpOvttMD,3.93e-05,0.505,0.857,0.00777,0.174,-3.841,0.0352,110.501,0.51,37,313200,64
Carpe Diem Baby,Reload,1997-11-18,7,5Raz1bgliM4doMnDaOyElV,spotify:track:5Raz1bgliM4doMnDaOyElV,1.38e-05,0.387,0.866,0.129,0.161,-5.336,0.0346,142.35,0.463,41,372200,64
Bad Seed,Reload,1997-11-18,8,424n1SLlo8uYe5d9WzMrNj,spotify:track:424n1SLlo8uYe5d9WzMrNj,2.6e-05,0.548,0.946,0.00902,0.312,-4.236,0.0439,126.915,0.713,36,245333,64
Where The Wild Things Are,Reload,1997-11-18,9,4y8YNER0bmZhPOTJr76IiR,spotify:track:4y8YNER0bmZhPOTJr76IiR,0.000375,0.454,0.888,0.0204,0.109,-4.844,0.0485,92.221,0.166,36,414133,64
Prince Charming,Reload,1997-11-18,10,26A8IIHFL1Y9GufqR3I65T,spotify:track:26A8IIHFL1Y9GufqR3I65T,1.97e-05,0.551,0.975,0.000811,0.0235,-3.682,0.0469,99.813,0.461,35,365226,64
Low Man's Lyric,Reload,1997-11-18,11,540SK3uC90geLZkbZrnpH9,spotify:track:540SK3uC90geLZkbZrnpH9,0.00232,0.463,0.677,0.000308,0.352,-6.19,0.0273,130.893,0.156,39,457266,64
Attitude,Reload,1997-11-18,12,3mvunz8CB5WH2yLigeRw1w,spotify:track:3mvunz8CB5WH2yLigeRw1w,1.28e-05,0.458,0.972,0.00718,0.331,-4.38,0.0451,155.514,0.628,34,316240,64
Fixxxer,Reload,1997-11-18,13,3nPUPTVGhcRStUxcvM5xtI,spotify:track:3nPUPTVGhcRStUxcvM5xtI,0.000163,0.48,0.837,0.000244,0.0539,-4.644,0.0452,132.695,0.385,37,495226,64
Ain't My B*tch,Load,1996-06-04,1,7LMeflTW3D3JRKaA2JK9KJ,spotify:track:7LMeflTW3D3JRKaA2JK9KJ,2.49e-05,0.412,0.905,0.0464,0.106,-4.525,0.0315,157.603,0.411,45,304173,60
2 X 4,Load,1996-06-04,2,4M0aGQRCNnL77XUkvGO6If,spotify:track:4M0aGQRCNnL77XUkvGO6If,4.19e-06,0.518,0.898,0.0134,0.516,-4.448,0.0352,115.792,0.688,42,328200,60
The House Jack Built,Load,1996-06-04,3,4GgHgoto2yRwvFk25vujpZ,spotify:track:4GgHgoto2yRwvFk25vujpZ,1.51e-05,0.277,0.863,0.00372,0.134,-5.378,0.0343,94.044,0.276,40,398960,60
Until It Sleeps,Load,1996-06-04,4,63aVbch5VRXtQnCITdeDTZ,spotify:track:63aVbch5VRXtQnCITdeDTZ,0.000223,0.562,0.919,0.113,0.142,-4.458,0.0293,113.357,0.728,58,269573,60
King Nothing,Load,1996-06-04,5,140u2dqlZbpi4ZLgeolKqA,spotify:track:140u2dqlZbpi4ZLgeolKqA,7.77e-05,0.528,0.909,0.00959,0.0891,-5.712,0.0381,112.083,0.349,57,328133,60
Hero Of The Day,Load,1996-06-04,6,5ktyEZbrgBEePsu6MW5Cvw,spotify:track:5ktyEZbrgBEePsu6MW5Cvw,0.000107,0.351,0.9,0.0262,0.11,-7.146,0.0357,116.023,0.777,53,261693,60
Bleeding Me,Load,1996-06-04,7,2IenDzi8pYn8c4WRteZai0,spotify:track:2IenDzi8pYn8c4WRteZai0,0.000891,0.391,0.761,0.0301,0.128,-6.062,0.0319,115.723,0.247,46,498133,60
Cure,Load,1996-06-04,8,5De0T23DDwoV7TN5A3sHEY,spotify:track:5De0T23DDwoV7TN5A3sHEY,2e-05,0.609,0.846,0.000909,0.0574,-5.43,0.0276,115.274,0.778,38,294200,60
Poor Twisted Me,Load,1996-06-04,9,4XfQg5rBmwbZjmXbp0wxds,spotify:track:4XfQg5rBmwbZjmXbp0wxds,9.91e-05,0.477,0.919,0.045,0.0413,-4.741,0.0681,118.243,0.476,36,240000,60
Wasting My Hate,Load,1996-06-04,10,3tIV4YWEZyzq4QtgvIgwxL,spotify:track:3tIV4YWEZyzq4QtgvIgwxL,0.000108,0.512,0.92,0.0272,0.111,-5.684,0.0493,81.461,0.432,38,237440,60
Mama Said,Load,1996-06-04,11,4ePx4Js87KSIVMLL4RD7vX,spotify:track:4ePx4Js87KSIVMLL4RD7vX,0.0186,0.451,0.497,0.000505,0.395,-7.694,0.0311,135.298,0.397,47,319600,60
Thorn Within,Load,1996-06-04,12,2aKhGkbQ6mWIGsR0kpSdfj,spotify:track:2aKhGkbQ6mWIGsR0kpSdfj,1.59e-05,0.526,0.897,0.408,0.295,-5.848,0.0311,117.699,0.651,36,351560,60
Ronnie,Load,1996-06-04,13,4Vv7tatQcfAZcXmMh7ireQ,spotify:track:4Vv7tatQcfAZcXmMh7ireQ,0.00145,0.552,0.907,0.00353,0.0481,-5.476,0.0329,84.469,0.591,37,317200,60
The Outlaw Torn,Load,1996-06-04,14,44ARj4IaCoOevEu1oy0z1v,spotify:track:44ARj4IaCoOevEu1oy0z1v,0.00026,0.621,0.725,0.0637,0.368,-6.802,0.0318,118.515,0.418,41,588600,60
Enter Sandman (Live in Mexico City),Live S**t: Binge & Purge,1993-11-23,1,4hhU32QuGlRshHRE8wXEgw,spotify:track:4hhU32QuGlRshHRE8wXEgw,0.00029,0.223,0.953,0.525,0.611,-6.617,0.115,133.322,0.0469,34,447773,42
Creeping Death (Live in Mexico City),Live S**t: Binge & Purge,1993-11-23,2,091rXbVrcCxRF8jt5oCAzk,spotify:track:091rXbVrcCxRF8jt5oCAzk,4.99e-06,0.244,0.987,0.159,0.885,-7.448,0.147,115.08,0.0611,33,448226,42
Harvester of Sorrow (Live in Mexico City),Live S**t: Binge & Purge,1993-11-23,3,1HOrB4LPlKBC9tyX0bPNjs,spotify:track:1HOrB4LPlKBC9tyX0bPNjs,0.000273,0.305,0.976,0.0196,0.6,-6.593,0.117,94.904,0.0676,29,438506,42
Welcome Home (Sanitarium) (Live in Mexico City),Live S**t: Binge & Purge,1993-11-23,4,04CeQpd8Hv8jQ7hlc0Nq5J,spotify:track:04CeQpd8Hv8jQ7hlc0Nq5J,7.79e-05,0.257,0.976,0.0394,0.965,-7.565,0.179,114.639,0.0827,28,399426,42
Sad But True (Live in Mexico City),Live S**t: Binge & Purge,1993-11-23,5,246F6v76CuIkRkgcIgBBi6,spotify:track:246F6v76CuIkRkgcIgBBi6,0.00173,0.351,0.965,0.00825,0.98,-6.708,0.0765,89.711,0.121,29,367106,42
Of Wolf and Man (Live in Mexico City),Live S**t: Binge & Purge,1993-11-23,6,4cwQcWL0Al95wSGg0oHaSB,spotify:track:4cwQcWL0Al95wSGg0oHaSB,0.000622,0.218,0.984,0.000386,0.809,-6.376,0.151,129.711,0.0398,26,382293,42
The Unforgiven (Live in Mexico City),Live S**t: Binge & Purge,1993-11-23,7,0vJLun1cVa9x6bTKQH8mKM,spotify:track:0vJLun1cVa9x6bTKQH8mKM,0.00263,0.292,0.94,0.00181,0.984,-6.905,0.0617,147.165,0.214,28,408000,42
